depth_mm,evaluated_voxels,global_passing_voxels,global_pass_rate_percent,local_passing_voxels,local_pass_rate_percent
199.375,0,0,,0,
199.625,0,0,,0,
199.875,0,0,,0,
200.125,0,0,,0,
200.375,0,0,,0,
200.625,0,0,,0,
200.875,0,0,,0,
201.125,0,0,,0,
201.375,0,0,,0,
201.625,0,0,,0,
201.875,0,0,,0,
202.125,0,0,,0,
202.375,0,0,,0,
202.625,0,0,,0,
202.875,0,0,,0,
203.125,0,0,,0,
203.375,0,0,,0,
203.625,0,0,,0,
203.875,0,0,,0,
204.125,0,0,,0,
204.375,0,0,,0,
204.625,0,0,,0,
204.875,0,0,,0,
205.125,0,0,,0,
205.375,0,0,,0,
205.625,0,0,,0,
205.875,0,0,,0,
206.125,0,0,,0,
206.375,0,0,,0,
206.625,0,0,,0,
206.875,0,0,,0,
207.125,0,0,,0,
207.375,0,0,,0,
207.625,0,0,,0,
207.875,0,0,,0,
208.125,0,0,,0,
208.375,0,0,,0,
208.625,0,0,,0,
208.875,0,0,,0,
209.125,0,0,,0,
209.375,0,0,,0,
209.625,0,0,,0,
209.875,0,0,,0,
210.125,0,0,,0,
210.375,0,0,,0,
210.625,0,0,,0,
210.875,0,0,,0,
211.125,0,0,,0,
211.375,0,0,,0,
211.625,0,0,,0,
211.875,0,0,,0,
212.125,0,0,,0,
212.375,0,0,,0,
212.625,0,0,,0,
212.875,0,0,,0,
213.125,0,0,,0,
213.375,0,0,,0,
213.625,0,0,,0,
213.875,0,0,,0,
214.125,0,0,,0,
214.375,0,0,,0,
214.625,0,0,,0,
214.875,0,0,,0,
215.125,0,0,,0,
215.375,0,0,,0,
215.625,0,0,,0,
215.875,0,0,,0,
216.125,0,0,,0,
216.375,0,0,,0,
216.625,0,0,,0,
216.875,0,0,,0,
217.125,0,0,,0,
217.375,0,0,,0,
217.625,0,0,,0,
217.875,0,0,,0,
218.125,0,0,,0,
218.375,0,0,,0,
218.625,0,0,,0,
218.875,0,0,,0,
219.125,0,0,,0,
219.375,0,0,,0,
219.625,0,0,,0,
219.875,0,0,,0,
220.125,0,0,,0,
220.375,0,0,,0,
220.625,0,0,,0,
220.875,0,0,,0,
221.125,0,0,,0,
221.375,0,0,,0,
221.625,0,0,,0,
221.875,0,0,,0,
222.125,0,0,,0,
222.375,0,0,,0,
222.625,0,0,,0,
222.875,0,0,,0,
223.125,0,0,,0,
223.375,0,0,,0,
223.625,0,0,,0,
223.875,0,0,,0,
224.125,0,0,,0,
224.375,0,0,,0,
224.625,0,0,,0,
224.875,0,0,,0,
225.125,0,0,,0,
225.375,0,0,,0,
225.625,0,0,,0,
225.875,0,0,,0,
226.125,0,0,,0,
226.375,0,0,,0,
226.625,0,0,,0,
226.875,0,0,,0,
227.125,0,0,,0,
227.375,0,0,,0,
227.625,0,0,,0,
227.875,0,0,,0,
228.125,0,0,,0,
228.375,0,0,,0,
228.625,0,0,,0,
228.875,0,0,,0,
229.125,0,0,,0,
229.375,0,0,,0,
229.625,0,0,,0,
229.875,0,0,,0,
230.125,0,0,,0,
230.375,0,0,,0,
230.625,0,0,,0,
230.875,0,0,,0,
231.125,0,0,,0,
231.375,0,0,,0,
231.625,0,0,,0,
231.875,0,0,,0,
232.125,0,0,,0,
232.375,0,0,,0,
232.625,0,0,,0,
232.875,0,0,,0,
233.125,0,0,,0,
233.375,0,0,,0,
233.625,0,0,,0,
233.875,0,0,,0,
234.125,0,0,,0,
234.375,0,0,,0,
234.625,0,0,,0,
234.875,0,0,,0,
235.125,0,0,,0,
235.375,0,0,,0,
235.625,0,0,,0,
235.875,0,0,,0,
236.125,0,0,,0,
236.375,0,0,,0,
236.625,0,0,,0,
236.875,0,0,,0,
237.125,0,0,,0,
237.375,0,0,,0,
237.625,0,0,,0,
237.875,0,0,,0,
238.125,0,0,,0,
238.375,0,0,,0,
238.625,0,0,,0,
238.875,0,0,,0,
239.125,0,0,,0,
239.375,0,0,,0,
239.625,0,0,,0,
239.875,0,0,,0,
240.125,0,0,,0,
240.375,0,0,,0,
240.625,0,0,,0,
240.875,0,0,,0,
241.125,0,0,,0,
241.375,0,0,,0,
241.625,0,0,,0,
241.875,0,0,,0,
242.125,0,0,,0,
242.375,0,0,,0,
242.625,0,0,,0,
242.875,0,0,,0,
243.125,0,0,,0,
243.375,0,0,,0,
243.625,0,0,,0,
243.875,0,0,,0,
244.125,0,0,,0,
244.375,0,0,,0,
244.625,0,0,,0,
244.875,0,0,,0,
245.125,0,0,,0,
245.375,0,0,,0,
245.625,0,0,,0,
245.875,0,0,,0,
246.125,0,0,,0,
246.375,0,0,,0,
246.625,0,0,,0,
246.875,0,0,,0,
247.125,0,0,,0,
247.375,0,0,,0,
247.625,0,0,,0,
247.875,0,0,,0,
248.125,0,0,,0,
248.375,0,0,,0,
248.625,0,0,,0,
248.875,0,0,,0,
249.125,0,0,,0,
249.375,0,0,,0,
249.625,0,0,,0,
249.875,0,0,,0,
