depth_mm,evaluated_voxels,global_passing_voxels,global_pass_rate_percent,local_passing_voxels,local_pass_rate_percent
173.625,0,0,,0,
173.875,0,0,,0,
174.125,0,0,,0,
174.375,0,0,,0,
174.625,0,0,,0,
174.875,0,0,,0,
175.125,0,0,,0,
175.375,0,0,,0,
175.625,0,0,,0,
175.875,0,0,,0,
176.125,0,0,,0,
176.375,0,0,,0,
176.625,0,0,,0,
176.875,0,0,,0,
177.125,0,0,,0,
177.375,0,0,,0,
177.625,0,0,,0,
177.875,0,0,,0,
178.125,0,0,,0,
178.375,0,0,,0,
178.625,0,0,,0,
178.875,0,0,,0,
179.125,0,0,,0,
179.375,0,0,,0,
179.625,0,0,,0,
179.875,0,0,,0,
180.125,0,0,,0,
180.375,0,0,,0,
180.625,0,0,,0,
180.875,0,0,,0,
181.125,0,0,,0,
181.375,0,0,,0,
181.625,0,0,,0,
181.875,0,0,,0,
182.125,0,0,,0,
182.375,0,0,,0,
182.625,0,0,,0,
182.875,0,0,,0,
183.125,0,0,,0,
183.375,0,0,,0,
183.625,0,0,,0,
183.875,0,0,,0,
184.125,0,0,,0,
184.375,0,0,,0,
184.625,0,0,,0,
184.875,0,0,,0,
185.125,0,0,,0,
185.375,0,0,,0,
185.625,0,0,,0,
185.875,0,0,,0,
186.125,0,0,,0,
186.375,0,0,,0,
186.625,0,0,,0,
186.875,0,0,,0,
187.125,0,0,,0,
187.375,0,0,,0,
187.625,0,0,,0,
187.875,0,0,,0,
188.125,0,0,,0,
188.375,0,0,,0,
188.625,0,0,,0,
188.875,0,0,,0,
189.125,0,0,,0,
189.375,0,0,,0,
189.625,0,0,,0,
189.875,0,0,,0,
190.125,0,0,,0,
190.375,0,0,,0,
190.625,0,0,,0,
190.875,0,0,,0,
191.125,0,0,,0,
191.375,0,0,,0,
191.625,0,0,,0,
191.875,0,0,,0,
192.125,0,0,,0,
192.375,0,0,,0,
192.625,0,0,,0,
192.875,0,0,,0,
193.125,0,0,,0,
193.375,0,0,,0,
193.625,0,0,,0,
193.875,0,0,,0,
194.125,0,0,,0,
194.375,0,0,,0,
194.625,0,0,,0,
194.875,0,0,,0,
195.125,0,0,,0,
195.375,0,0,,0,
195.625,0,0,,0,
195.875,0,0,,0,
196.125,0,0,,0,
196.375,0,0,,0,
196.625,0,0,,0,
196.875,0,0,,0,
197.125,0,0,,0,
197.375,0,0,,0,
197.625,0,0,,0,
197.875,0,0,,0,
198.125,0,0,,0,
198.375,0,0,,0,
198.625,0,0,,0,
198.875,0,0,,0,
199.125,0,0,,0,
199.375,0,0,,0,
199.625,0,0,,0,
199.875,0,0,,0,
200.125,0,0,,0,
200.375,0,0,,0,
200.625,0,0,,0,
200.875,0,0,,0,
201.125,0,0,,0,
201.375,0,0,,0,
201.625,0,0,,0,
201.875,0,0,,0,
202.125,0,0,,0,
202.375,0,0,,0,
202.625,0,0,,0,
202.875,0,0,,0,
203.125,0,0,,0,
203.375,0,0,,0,
203.625,0,0,,0,
203.875,0,0,,0,
204.125,0,0,,0,
204.375,0,0,,0,
204.625,0,0,,0,
204.875,0,0,,0,
205.125,0,0,,0,
205.375,0,0,,0,
205.625,0,0,,0,
205.875,0,0,,0,
206.125,0,0,,0,
206.375,0,0,,0,
206.625,0,0,,0,
206.875,0,0,,0,
207.125,0,0,,0,
207.375,0,0,,0,
207.625,0,0,,0,
207.875,0,0,,0,
208.125,0,0,,0,
208.375,0,0,,0,
208.625,0,0,,0,
208.875,0,0,,0,
209.125,0,0,,0,
209.375,0,0,,0,
209.625,0,0,,0,
209.875,0,0,,0,
210.125,0,0,,0,
210.375,0,0,,0,
210.625,0,0,,0,
210.875,0,0,,0,
211.125,0,0,,0,
211.375,0,0,,0,
211.625,0,0,,0,
211.875,0,0,,0,
212.125,0,0,,0,
212.375,0,0,,0,
212.625,0,0,,0,
212.875,0,0,,0,
213.125,0,0,,0,
213.375,0,0,,0,
213.625,0,0,,0,
213.875,0,0,,0,
214.125,0,0,,0,
214.375,0,0,,0,
214.625,0,0,,0,
214.875,0,0,,0,
215.125,0,0,,0,
215.375,0,0,,0,
215.625,0,0,,0,
215.875,0,0,,0,
216.125,0,0,,0,
216.375,0,0,,0,
216.625,0,0,,0,
216.875,0,0,,0,
217.125,0,0,,0,
217.375,0,0,,0,
217.625,0,0,,0,
217.875,0,0,,0,
218.125,0,0,,0,
218.375,0,0,,0,
218.625,0,0,,0,
218.875,0,0,,0,
219.125,0,0,,0,
219.375,0,0,,0,
219.625,0,0,,0,
219.875,0,0,,0,
220.125,0,0,,0,
220.375,0,0,,0,
220.625,0,0,,0,
220.875,0,0,,0,
221.125,0,0,,0,
221.375,0,0,,0,
221.625,0,0,,0,
221.875,0,0,,0,
222.125,0,0,,0,
222.375,0,0,,0,
222.625,0,0,,0,
222.875,0,0,,0,
223.125,0,0,,0,
223.375,0,0,,0,
223.625,0,0,,0,
223.875,0,0,,0,
224.125,0,0,,0,
224.375,0,0,,0,
224.625,0,0,,0,
224.875,0,0,,0,
225.125,0,0,,0,
225.375,0,0,,0,
225.625,0,0,,0,
225.875,0,0,,0,
226.125,0,0,,0,
226.375,0,0,,0,
226.625,0,0,,0,
226.875,0,0,,0,
227.125,0,0,,0,
227.375,0,0,,0,
227.625,0,0,,0,
227.875,0,0,,0,
228.125,0,0,,0,
228.375,0,0,,0,
228.625,0,0,,0,
228.875,0,0,,0,
229.125,0,0,,0,
229.375,0,0,,0,
229.625,0,0,,0,
229.875,0,0,,0,
230.125,0,0,,0,
230.375,0,0,,0,
230.625,0,0,,0,
230.875,0,0,,0,
231.125,0,0,,0,
231.375,0,0,,0,
231.625,0,0,,0,
231.875,0,0,,0,
232.125,0,0,,0,
232.375,0,0,,0,
232.625,0,0,,0,
232.875,0,0,,0,
233.125,0,0,,0,
233.375,0,0,,0,
233.625,0,0,,0,
233.875,0,0,,0,
234.125,0,0,,0,
234.375,0,0,,0,
234.625,0,0,,0,
234.875,0,0,,0,
235.125,0,0,,0,
235.375,0,0,,0,
235.625,0,0,,0,
235.875,0,0,,0,
236.125,0,0,,0,
236.375,0,0,,0,
236.625,0,0,,0,
236.875,0,0,,0,
237.125,0,0,,0,
237.375,0,0,,0,
237.625,0,0,,0,
237.875,0,0,,0,
238.125,0,0,,0,
238.375,0,0,,0,
238.625,0,0,,0,
238.875,0,0,,0,
239.125,0,0,,0,
239.375,0,0,,0,
239.625,0,0,,0,
239.875,0,0,,0,
240.125,0,0,,0,
240.375,0,0,,0,
240.625,0,0,,0,
240.875,0,0,,0,
241.125,0,0,,0,
241.375,0,0,,0,
241.625,0,0,,0,
241.875,0,0,,0,
242.125,0,0,,0,
242.375,0,0,,0,
242.625,0,0,,0,
242.875,0,0,,0,
243.125,0,0,,0,
243.375,0,0,,0,
243.625,0,0,,0,
243.875,0,0,,0,
244.125,0,0,,0,
244.375,0,0,,0,
244.625,0,0,,0,
244.875,0,0,,0,
245.125,0,0,,0,
245.375,0,0,,0,
245.625,0,0,,0,
245.875,0,0,,0,
246.125,0,0,,0,
246.375,0,0,,0,
246.625,0,0,,0,
246.875,0,0,,0,
247.125,0,0,,0,
247.375,0,0,,0,
247.625,0,0,,0,
247.875,0,0,,0,
248.125,0,0,,0,
248.375,0,0,,0,
248.625,0,0,,0,
248.875,0,0,,0,
249.125,0,0,,0,
249.375,0,0,,0,
249.625,0,0,,0,
249.875,0,0,,0,
